Product Name,Product Category,Number of Items Sold,Weekly Sales,Holiday,Temperature,Fuel Price,Day,Month,Year
BenQ PD2700U,Monitor,35,2416820,FALSE,32,101,4,8,2022
Skullcandy Indy Fuel,Wireless Earbuds,13,901589,TRUE,27,102,4,8,2022
TP-Link Kasa Smart Plug,Smart Home Device,36,1867248,FALSE,34,97,4,8,2022
LG Gram,Laptop,36,1883988,TRUE,34,94,4,8,2022
Apple Watch SE,Fitness Tracker,11,777964,TRUE,28,99,4,8,2022
JBL Quantum 800,Headphones,28,1653932,FALSE,28,101,4,8,2022
Bose QuietComfort Earbuds,Earphones,31,1963819,TRUE,30,103,4,8,2022
Xiaomi Mi Power Bank 3,Portable Charger,34,792030,TRUE,30,106,4,8,2022
Microsoft Surface Laptop 4,Laptop,12,264960,FALSE,32,96,4,8,2022
Marshall Kilburn II,Bluetooth Speaker,25,1978425,TRUE,27,109,4,8,2022
Marshall Kilburn II,Bluetooth Speaker,25,1978425,TRUE,31,102,4,8,2022
Fossil Gen 5,Smartwatch,43,2187625,TRUE,31,104,4,8,2022
Harman Kardon Onyx Studio 6,Bluetooth Speaker,49,1492932,TRUE,24,87,4,8,2022
Sony WF-1000XM4,Wireless Earbuds,38,3778340,TRUE,28,102,4,8,2022
Beyerdynamic DT 990 Pro,Headphones,37,479927,FALSE,33,103,4,8,2022
Nintendo Switch,Gaming Console,1,36385,TRUE,35,101,4,8,2022
Samsung Galaxy Buds Pro,Earphones,45,956430,TRUE,29,110,4,8,2022
Sony SRS-XB43,Bluetooth Speaker,9,760050,TRUE,27,109,4,8,2022
Acer Predator Helios 300,Gaming Laptop,17,796620,FALSE,39,110,4,8,2022
Epson Home Cinema 5050UB,Projector,20,654440,FALSE,35,105,4,8,2022
AKG K371,Headphones,2,194900,TRUE,24,96,4,8,2022
Sony Xperia 1 III,Smartphone,36,2409876,TRUE,37,92,4,8,2022
Lexmark MC3326adwe,Printer,20,1315120,TRUE,30,95,4,8,2022
Amazon Fire HD 10,Tablet,42,577038,TRUE,28,98,4,8,2022
Harman Kardon Onyx Studio 6,Bluetooth Speaker,49,1492932,TRUE,29,92,4,8,2022
Google Nest Learning Thermostat,Home Appliance,12,267012,TRUE,33,103,4,8,2022
Alienware Area-51m,Laptop,24,1899312,TRUE,28,99,4,8,2022
PlayStation 4 Slim,Gaming Console,5,360460,TRUE,40,103,5,8,2022
Roomba i7+,Home Appliance,31,1248277,TRUE,32,105,5,8,2022
OnePlus 9 Pro,Smartphone,28,1586032,TRUE,27,90,5,8,2022
Xiaomi Mi Power Bank 3,Portable Charger,34,792030,TRUE,33,114,5,8,2022
Apple AirPods Pro,Wireless Earbuds,31,1153138,FALSE,29,105,5,8,2022
Leica Q2,Camera,17,1173850,TRUE,31,98,5,8,2022
Philips Hue White and Color Ambiance,Smart Home Device,38,3631850,TRUE,23,102,5,8,2022
JBL Free X,Earphones,35,1369375,TRUE,31,95,5,8,2022
Instant Pot Duo Evo Plus,Home Appliance,38,3755046,TRUE,31,93,5,8,2022
Huawei Watch GT 2 Pro,Smartwatch,14,560630,TRUE,25,108,5,8,2022
Apple AirPods Pro,Wireless Earbuds,31,1153138,FALSE,32,106,5,8,2022
Samsung Family Hub Refrigerator,Home Appliance,5,268670,TRUE,25,99,5,8,2022
Google Pixel Buds A-Series,Wireless Earbuds,39,3224052,FALSE,32,108,5,8,2022
Dell Color Laser Printer C1760NW,Printer,40,3530440,TRUE,31,107,5,8,2022
Dyson V11,Home Appliance,31,830025,TRUE,32,105,5,8,2022
Nintendo Switch OLED,Gaming Console,19,1671981,FALSE,23,110,5,8,2022
Anker PowerCore 10000,Portable Charger,14,783972,TRUE,35,105,5,8,2022
Apple HomePod mini,Smart Home Device,50,4256300,TRUE,37,92,5,8,2022
Philips Sonicare DiamondClean,Home Appliance,36,2394288,TRUE,21,95,5,8,2022
Leica Q2,Camera,17,1173850,TRUE,27,93,5,8,2022
KitchenAid Artisan Stand Mixer,Home Appliance,22,1269686,TRUE,22,105,6,8,2022
Dell Color Laser Printer C1760NW,Printer,40,3530440,TRUE,26,106,6,8,2022
MSI GE66 Raider,Gaming Laptop,26,677144,TRUE,40,88,6,8,2022
Sony SRS-XB43,Bluetooth Speaker,9,760050,TRUE,31,107,6,8,2022
Razer Blade 15,Gaming Laptop,16,1185312,TRUE,28,94,6,8,2022
Skullcandy Indy Fuel,Earphones,48,2680320,TRUE,35,113,6,8,2022
KitchenAid Artisan Stand Mixer,Home Appliance,22,1269686,TRUE,28,108,6,8,2022
Sony SRS-XB43,Bluetooth Speaker,9,760050,TRUE,35,105,6,8,2022
BoAt Rockerz 330,Bluetooth Speaker,33,2594229,TRUE,20,97,6,8,2022
HP Omen 15,Gaming Laptop,50,4042100,TRUE,29,104,6,8,2022
Jabra Elite 85t,Wireless Earbuds,2,146654,TRUE,26,101,6,8,2022
Samsung Galaxy Watch 4,Smartwatch,23,2101947,TRUE,28,102,6,8,2022
Asus ROG Zephyrus G14,Gaming Laptop,23,1923145,TRUE,29,96,6,8,2022
Fossil Gen 5E,Fitness Tracker,37,2937985,TRUE,24,105,6,8,2022
Bose QuietComfort Earbuds,Earphones,31,1963819,TRUE,27,99,6,8,2022
Audio-Technica ATH-M50x,Headphones,9,781515,TRUE,32,107,6,8,2022
Acer Predator Helios 300,Gaming Laptop,17,796620,FALSE,36,112,6,8,2022
Anker Soundcore Motion+,Bluetooth Speaker,34,3285964,TRUE,26,110,6,8,2022
ASUS TUF Gaming A15,Gaming Laptop,29,1866904,FALSE,26,100,6,8,2022
MSI Optix MAG271CQR,Monitor,34,1856876,TRUE,25,103,6,8,2022
PlayStation 4 Slim,Gaming Console,5,360460,FALSE,39,97,6,8,2022
Jabra Elite 85t,Wireless Earbuds,2,146654,TRUE,26,100,6,8,2022
Amazfit Bip U Pro,Fitness Tracker,44,1688720,TRUE,24,94,6,8,2022
Samsung Galaxy Buds Pro,Wireless Earbuds,11,938179,TRUE,26,97,6,8,2022
LG Velvet 2 Pro,Smartphone,22,1998788,TRUE,25,106,6,8,2022
Philips OLED806,TV,37,1814517,TRUE,33,97,7,8,2022
Beyerdynamic DT 990 Pro,Headphones,37,479927,TRUE,32,105,7,8,2022
Nebula Cosmos Max,Projector,21,1040676,TRUE,31,107,7,8,2022
Apple HomePod mini,Smart Home Device,50,4256300,TRUE,31,96,7,8,2022
PlayStation 4,Gaming Console,17,998818,TRUE,31,115,7,8,2022
Amazfit Bip U Pro,Fitness Tracker,44,1688720,TRUE,34,90,7,8,2022
iPhone 13 Pro,Smartphone,24,998592,TRUE,35,100,7,8,2022
Polar Ignite 2,Fitness Tracker,10,292960,FALSE,31,91,7,8,2022
Epson Home Cinema 5050UB,Projector,20,654440,FALSE,26,104,7,8,2022
Garmin Forerunner 945,Fitness Tracker,42,3396960,TRUE,22,100,7,8,2022
Philips Sonicare DiamondClean,Home Appliance,36,2394288,TRUE,22,86,7,8,2022
Anker PowerCore 10000,Portable Charger,14,783972,TRUE,36,99,7,8,2022
Wyze Cam Pan,Smart Home Device,12,636048,TRUE,24,93,7,8,2022
HP Spectre x360,Laptop,16,476272,TRUE,26,99,7,8,2022
Ecobee SmartThermostat,Smart Home Device,4,57888,TRUE,30,97,7,8,2022
Acer Swift 5,Laptop,32,1574848,TRUE,30,113,7,8,2022
Asus ZenPad 3S 10,Tablet,18,1214568,TRUE,31,108,7,8,2022
Acer Predator Helios 300,Gaming Laptop,17,796620,FALSE,30,111,7,8,2022
Xiaomi Mi Power Bank 3,Portable Charger,34,792030,TRUE,35,109,7,8,2022
ASUS ROG Swift PG279Q,Monitor,40,3112560,TRUE,37,106,7,8,2022
Asus ZenPad 3S 10,Tablet,18,1214568,TRUE,26,107,7,8,2022
Huawei P50 Pro,Smartphone,19,938106,TRUE,26,96,7,8,2022
Amazon Echo Studio,Bluetooth Speaker,20,1393680,TRUE,32,93,7,8,2022
BenQ PD2700U,Monitor,35,2416820,TRUE,36,104,7,8,2022
Samsung Odyssey G9,Monitor,7,175819,TRUE,37,97,7,8,2022
Optoma UHD50X,Projector,18,656514,FALSE,36,104,7,8,2022
Bose SoundLink Revolve+,Bluetooth Speaker,23,514165,TRUE,32,104,7,8,2022
Xiaomi Mi Pad 5,Tablet,32,3066816,FALSE,38,107,7,8,2022
Sony WF-1000XM4,Wireless Earbuds,38,3778340,TRUE,33,102,7,8,2022
Samsung Galaxy S22 Ultra,Smartphone,26,550550,FALSE,35,111,7,8,2022
Goal Zero Yeti 500X Portable Power Station,Portable Charger,4,78384,TRUE,26,100,7,8,2022
Huawei MatePad Pro,Tablet,25,1183150,TRUE,27,101,7,8,2022
Xiaomi Mi Smart Band 6,Fitness Tracker,9,810639,TRUE,31,106,8,8,2022
Bose QuietComfort Earbuds,Earphones,31,1963819,TRUE,33,101,8,8,2022
Bose QuietComfort Earbuds,Wireless Earbuds,20,382540,TRUE,25,109,8,8,2022
Philips Hue White and Color Ambiance,Smart Home Device,38,3631850,TRUE,24,101,8,8,2022
Dyson V11,Home Appliance,31,830025,TRUE,27,98,8,8,2022
LG Nano90,TV,32,1877472,TRUE,20,105,8,8,2022
Ricoh SP C261DNw,Printer,25,2041750,TRUE,33,97,8,8,2022
AKG K371,Headphones,2,194900,TRUE,34,97,8,8,2022
Jackery Portable Power Station Explorer 240,Portable Charger,2,192604,TRUE,26,103,8,8,2022
LG 34GN850-B,Monitor,19,1150469,FALSE,38,102,8,8,2022
Mobvoi TicWatch E3,Smartwatch,6,341400,TRUE,36,95,8,8,2022
Nintendo Switch,Gaming Console,1,36385,TRUE,30,97,8,8,2022
Anker Soundcore Motion+,Bluetooth Speaker,34,3285964,TRUE,25,112,8,8,2022
Anker Soundcore Motion+,Bluetooth Speaker,34,3285964,TRUE,30,114,8,8,2022
Amazfit GTR 2,Smartwatch,8,215848,FALSE,40,114,8,8,2022
Samsung Galaxy Fit 2,Fitness Tracker,33,1832688,TRUE,28,111,8,8,2022
Xiaomi Mi Power Bank 3,Portable Charger,34,792030,TRUE,33,108,8,8,2022
Panasonic JZ2000,TV,45,1939950,TRUE,37,96,8,8,2022
Philips OLED806,TV,37,1814517,TRUE,25,101,8,8,2022
Gigabyte Aorus 15G,Gaming Laptop,13,745641,TRUE,37,101,8,8,2022
Panasonic JZ2000,TV,45,1939950,TRUE,31,97,8,8,2022
Apple Watch Series 7,Smartwatch,16,180688,TRUE,26,98,8,8,2022
Xiaomi Mi Smart Band 6,Fitness Tracker,9,810639,TRUE,34,112,8,8,2022
Bose QuietComfort Earbuds,Wireless Earbuds,20,382540,TRUE,31,102,8,8,2022
HP Omen 15,Gaming Laptop,50,4042100,TRUE,37,102,9,8,2022
Xerox Phaser 6510/DNI,Printer,44,958672,TRUE,31,111,9,8,2022
Razer Blade 15,Laptop,31,2852899,TRUE,26,106,9,8,2022
Fujifilm X-T4,Camera,33,1423125,TRUE,32,97,9,8,2022
RAVPower Portable Charger 20000mAh,Portable Charger,42,2515044,FALSE,24,93,9,8,2022
Wyze Cam Pan,Smart Home Device,12,636048,FALSE,30,99,9,8,2022
Sennheiser Momentum True Wireless 2,Earphones,18,1037124,TRUE,30,113,9,8,2022
Xiaomi Mi Power Bank 3,Portable Charger,34,792030,TRUE,35,107,9,8,2022
Sony Xperia 1 III,Smartphone,36,2409876,TRUE,31,97,9,8,2022
Jabra Elite 85t,Wireless Earbuds,2,146654,TRUE,29,109,9,8,2022
Roomba i7+,Home Appliance,31,1248277,FALSE,28,101,9,8,2022
Amazfit Bip U Pro,Fitness Tracker,44,1688720,TRUE,33,88,9,8,2022
Acer R240HY,Monitor,49,3764376,FALSE,30,104,9,8,2022
AirPods Pro,Earphones,24,561192,FALSE,29,103,9,8,2022
Sennheiser HD 660 S,Headphones,11,440000,FALSE,39,94,9,8,2022
LG Smart Washing Machine,Home Appliance,35,2509185,TRUE,33,98,9,8,2022
Canon PIXMA TR4520,Printer,39,1400334,FALSE,35,104,9,8,2022
Samsung Galaxy Buds Pro,Earphones,45,956430,TRUE,30,104,9,8,2022
XGIMI Halo,Projector,5,133525,TRUE,24,114,9,8,2022
Lenovo Legion 5i,Gaming Laptop,48,3099936,TRUE,35,108,9,8,2022
Wyze Cam Pan,Smart Home Device,12,636048,TRUE,32,96,9,8,2022
PlayStation 4 Pro,Gaming Console,40,2987280,TRUE,33,89,9,8,2022
Shure SRH440,Headphones,23,775974,TRUE,29,101,9,8,2022
BenQ PD2700U,Monitor,35,2416820,FALSE,34,104,9,8,2022
Microsoft Surface Pro 7,Tablet,41,532385,TRUE,31,91,9,8,2022
Samsung Galaxy Buds Pro,Wireless Earbuds,11,938179,TRUE,26,96,10,8,2022
Anker Soundcore Liberty Air 2 Pro,Wireless Earbuds,18,468126,TRUE,29,110,10,8,2022
Jabra Elite 85t,Wireless Earbuds,2,146654,TRUE,29,104,10,8,2022
JBL Free X,Wireless Earbuds,41,2129704,TRUE,40,98,10,8,2022
Ring Video Doorbell 3,Smart Home Device,41,1879153,TRUE,24,96,10,8,2022
LG G Pad 5,Tablet,7,131257,TRUE,38,108,10,8,2022
Panasonic JZ2000,TV,45,1939950,TRUE,29,98,10,8,2022
Beyerdynamic DT 990 Pro,Headphones,37,479927,TRUE,29,102,10,8,2022
Google Pixel Buds A-Series,Wireless Earbuds,39,3224052,FALSE,30,108,10,8,2022
Garmin Fenix 6 Pro,Smartwatch,19,1295515,TRUE,21,94,10,8,2022
iPad Pro,Tablet,10,829050,FALSE,29,110,10,8,2022
Fossil Gen 5E,Fitness Tracker,37,2937985,FALSE,25,106,10,8,2022
Anker Soundcore Liberty Air 2 Pro,Wireless Earbuds,18,468126,FALSE,34,108,10,8,2022
Sony WH-1000XM5,Earphones,21,685776,TRUE,29,104,10,8,2022
Harman Kardon Onyx Studio 6,Bluetooth Speaker,49,1492932,TRUE,24,88,10,8,2022
Nikon Z6 II,Camera,49,2957591,TRUE,39,100,10,8,2022
Marshall Kilburn II,Bluetooth Speaker,25,1978425,TRUE,32,105,10,8,2022
Skullcandy Indy Fuel,Wireless Earbuds,13,901589,TRUE,30,107,10,8,2022
Samsung QN90A Neo QLED,TV,31,2803826,TRUE,33,96,10,8,2022
Xerox Phaser 6510/DNI,Printer,44,958672,TRUE,33,109,10,8,2022
Amazon Echo (4th generation),Smart Home Device,16,558000,TRUE,25,101,10,8,2022
Huawei Band 6,Fitness Tracker,32,781120,TRUE,35,96,10,8,2022
ViewSonic VX2457-MHD,Monitor,28,1716036,TRUE,25,96,10,8,2022
Marshall Kilburn II,Bluetooth Speaker,25,1978425,TRUE,33,105,11,8,2022
Samsung Galaxy Watch 4,Smartwatch,23,2101947,TRUE,35,100,11,8,2022
LG Gram,Laptop,36,1883988,TRUE,33,96,11,8,2022
Jackery Portable Power Station Explorer 240,Portable Charger,2,192604,TRUE,29,111,11,8,2022
UE Wonderboom 2,Bluetooth Speaker,26,1990352,TRUE,37,110,11,8,2022
Canon PIXMA TR4520,Printer,39,1400334,TRUE,32,107,11,8,2022
Ultimate Ears Megaboom 3,Bluetooth Speaker,6,457014,TRUE,25,96,11,8,2022
Boat Airdopes 131,Earphones,29,1472678,TRUE,24,100,11,8,2022
Oppo Find X3 Pro,Smartphone,42,3204180,FALSE,29,102,11,8,2022
Audio-Technica ATH-M50x,Headphones,9,781515,TRUE,33,103,11,8,2022
ViewSonic PX747-4K,Projector,2,117914,FALSE,23,107,11,8,2022
Razer Blade 15,Gaming Laptop,16,1185312,TRUE,24,92,11,8,2022
Samsung QN90A Neo QLED,TV,31,2803826,TRUE,28,99,11,8,2022
TCL 6-Series,TV,9,144981,TRUE,28,112,11,8,2022
Nintendo Switch OLED,Gaming Console,19,1671981,TRUE,26,103,11,8,2022
KitchenAid Artisan Stand Mixer,Home Appliance,22,1269686,TRUE,30,103,11,8,2022
ViewSonic PX747-4K,Projector,2,117914,FALSE,25,105,11,8,2022
Amazon Fire HD 10,Tablet,42,577038,TRUE,37,105,11,8,2022
Anker Soundcore Liberty Air 2 Pro,Wireless Earbuds,18,468126,TRUE,29,108,11,8,2022
Asus ZenPad 3S 10,Tablet,18,1214568,TRUE,22,111,11,8,2022
Grado SR80e,Headphones,20,1481520,FALSE,35,93,11,8,2022
Xiaomi Mi Pad 5,Tablet,32,3066816,TRUE,39,105,11,8,2022
PlayStation 4 Pro,Gaming Console,40,2987280,TRUE,36,90,11,8,2022
LG 27UK850-W,Monitor,43,1841991,TRUE,36,104,11,8,2022
Huawei P50 Pro,Smartphone,19,938106,TRUE,22,101,11,8,2022
Nintendo Switch,Gaming Console,1,36385,TRUE,36,97,11,8,2022
Lenovo Tab P11 Pro,Tablet,1,49425,FALSE,28,103,11,8,2022
Olympus OM-D E-M1 Mark III,Camera,42,4134648,TRUE,29,108,11,8,2022
LG Velvet 2 Pro,Smartphone,22,1998788,TRUE,29,110,12,8,2022
Nintendo Switch Lite,Gaming Console,40,3449520,TRUE,27,93,12,8,2022
Garmin Forerunner 945,Fitness Tracker,42,3396960,TRUE,24,99,12,8,2022
AKG K371,Headphones,2,194900,FALSE,32,92,12,8,2022
TP-Link Kasa Smart Plug,Smart Home Device,36,1867248,TRUE,34,98,12,8,2022
Amazon Echo Studio,Bluetooth Speaker,20,1393680,TRUE,32,92,12,8,2022
Philips OLED806,TV,37,1814517,TRUE,29,98,12,8,2022
Ring Video Doorbell 3,Smart Home Device,41,1879153,TRUE,28,89,12,8,2022
Asus ZenPad 3S 10,Tablet,18,1214568,TRUE,26,105,12,8,2022
Apple HomePod mini,Smart Home Device,50,4256300,TRUE,32,93,12,8,2022
Google Nest Learning Thermostat,Home Appliance,12,267012,TRUE,32,106,12,8,2022
Lenovo ThinkPad X1 Carbon,Laptop,33,1429329,TRUE,26,94,12,8,2022
Xerox Phaser 6510/DNI,Printer,44,958672,TRUE,30,111,12,8,2022
Xiaomi Mi Smart Band 6,Fitness Tracker,9,810639,TRUE,24,113,12,8,2022
ASUS TUF Gaming A15,Gaming Laptop,29,1866904,FALSE,31,101,12,8,2022
August Wi-Fi Smart Lock,Smart Home Device,44,1673144,TRUE,29,105,12,8,2022
PlayStation 5,Gaming Console,2,191290,TRUE,29,89,12,8,2022
Polar Ignite 2,Fitness Tracker,10,292960,TRUE,27,97,12,8,2022
JBL Flip 5,Bluetooth Speaker,44,2297284,TRUE,26,89,12,8,2022
HP Omen 15,Gaming Laptop,50,4042100,TRUE,33,103,12,8,2022
Nintendo Switch OLED,Gaming Console,19,1671981,FALSE,26,107,12,8,2022
Samsung Odyssey G9,Monitor,7,175819,TRUE,36,102,12,8,2022
TicWatch Pro 3,Smartwatch,37,2262217,TRUE,28,106,12,8,2022
Google Pixel Buds A-Series,Wireless Earbuds,39,3224052,FALSE,26,104,12,8,2022
Optoma UHD50X,Projector,18,656514,FALSE,31,104,12,8,2022
Huawei Band 6,Fitness Tracker,32,781120,TRUE,29,89,12,8,2022
Samsung Galaxy Tab S7+,Tablet,8,412648,FALSE,30,101,12,8,2022
Zendure A8PD Power Bank 26800mAh,Portable Charger,2,185566,TRUE,24,102,12,8,2022
Anker Soundcore Motion+,Bluetooth Speaker,34,3285964,TRUE,27,105,12,8,2022
LG 34GN850-B,Monitor,19,1150469,FALSE,33,104,12,8,2022
Lenovo ThinkPad X1 Carbon,Laptop,33,1429329,TRUE,30,93,13,8,2022
ASUS ROG Swift PG279Q,Monitor,40,3112560,TRUE,39,103,13,8,2022
Apple HomePod mini,Smart Home Device,50,4256300,TRUE,39,93,13,8,2022
Samsung Galaxy Buds Pro,Wireless Earbuds,11,938179,TRUE,30,97,13,8,2022
HP Omen 15,Gaming Laptop,50,4042100,TRUE,36,99,13,8,2022
Fujifilm X-T4,Camera,33,1423125,TRUE,26,102,13,8,2022
Fujifilm X-T4,Camera,33,1423125,TRUE,28,98,13,8,2022
Boat Airdopes 131,Earphones,29,1472678,TRUE,29,100,13,8,2022
Canon EOS R6,Camera,29,2220617,TRUE,22,104,13,8,2022
Anker Nebula Capsule II,Projector,19,1796716,TRUE,28,96,13,8,2022
PlayStation 4 Slim,Gaming Console,5,360460,FALSE,32,99,13,8,2022
Sony A80J OLED,TV,35,3003525,TRUE,29,95,13,8,2022
Brother HL-L2390DW,Printer,48,4658496,TRUE,34,95,13,8,2022
Asus ZenPad 3S 10,Tablet,18,1214568,TRUE,22,110,13,8,2022
Xiaomi Mi Smart Band 6,Fitness Tracker,9,810639,FALSE,29,107,13,8,2022
LG CineBeam HU80KA,Projector,39,3302637,TRUE,34,92,13,8,2022
Nikon D850,Camera,38,567682,TRUE,21,96,13,8,2022
Xbox One,Gaming Console,11,130317,TRUE,37,104,13,8,2022
LG Smart Washing Machine,Home Appliance,35,2509185,TRUE,33,101,13,8,2022
ViewSonic VX2457-MHD,Monitor,28,1716036,TRUE,31,97,13,8,2022
Vizio P-Series Quantum,TV,44,3508868,TRUE,35,106,13,8,2022
Audio-Technica ATH-M50x,Headphones,9,781515,TRUE,30,105,13,8,2022
AirPods Pro,Earphones,24,561192,TRUE,36,97,13,8,2022
Lenovo ThinkPad X1 Carbon,Laptop,33,1429329,TRUE,30,95,13,8,2022
MSI GE66 Raider,Gaming Laptop,26,677144,TRUE,34,88,13,8,2022
Shure SRH440,Headphones,23,775974,TRUE,27,102,14,8,2022
Samsung 10000mAh Portable Battery Pack,Portable Charger,32,719584,TRUE,26,101,14,8,2022
Google Pixel 6,Smartphone,2,169328,FALSE,30,90,14,8,2022
Sony WF-1000XM4,Wireless Earbuds,38,3778340,FALSE,30,112,14,8,2022
iPhone 13 Pro,Smartphone,24,998592,TRUE,34,90,14,8,2022
Alienware Area-51m,Laptop,24,1899312,TRUE,37,97,14,8,2022
Nikon Z6 II,Camera,49,2957591,TRUE,39,99,14,8,2022
Audio-Technica ATH-M50x,Headphones,9,781515,TRUE,33,102,14,8,2022
PlayStation 5,Gaming Console,2,191290,TRUE,22,91,14,8,2022
Marshall Kilburn II,Bluetooth Speaker,25,1978425,TRUE,27,100,14,8,2022
LG 27UK850-W,Monitor,43,1841991,FALSE,29,110,14,8,2022
Nintendo Switch Lite,Gaming Console,40,3449520,FALSE,28,87,14,8,2022
JBL Free X,Earphones,35,1369375,TRUE,27,96,14,8,2022
LG Gram,Laptop,36,1883988,TRUE,35,95,14,8,2022
Dell G5 15 SE,Gaming Laptop,6,521226,FALSE,38,110,14,8,2022
Boat Airdopes 131,Earphones,29,1472678,TRUE,25,102,14,8,2022
Sony Xperia 1 III,Smartphone,36,2409876,TRUE,33,96,14,8,2022
HP VH240a,Monitor,18,1094850,TRUE,28,92,14,8,2022
Philips SHP9500,Headphones,25,2490725,TRUE,36,94,14,8,2022
Nintendo Switch Lite,Gaming Console,40,3449520,FALSE,32,92,14,8,2022
Anker Soundcore Liberty Air 2 Pro,Wireless Earbuds,18,468126,TRUE,36,110,14,8,2022
Xiaomi Mi Smart Band 6,Fitness Tracker,9,810639,FALSE,24,105,14,8,2022
Apple Watch Series 7,Smartwatch,16,180688,TRUE,21,91,14,8,2022
Jabra Elite 75t,Earphones,29,2160906,FALSE,27,99,14,8,2022
Google Pixel Buds A-Series,Wireless Earbuds,39,3224052,FALSE,31,101,14,8,2022
Anker Soundcore Motion+,Bluetooth Speaker,34,3285964,TRUE,25,106,14,8,2022
LG CineBeam HU80KA,Projector,39,3302637,TRUE,38,92,14,8,2022
Nest Learning Thermostat,Smart Home Device,29,1831611,TRUE,39,95,14,8,2022
VANKYO Performance V630,Projector,6,410802,TRUE,33,90,14,8,2022
MSI Optix MAG271CQR,Monitor,34,1856876,TRUE,30,103,14,8,2022
Canon PIXMA TR4520,Printer,39,1400334,TRUE,40,104,14,8,2022
Samsung Galaxy Fit 2,Fitness Tracker,33,1832688,TRUE,27,113,14,8,2022
Google Pixel 6,Smartphone,2,169328,FALSE,27,88,14,8,2022
Philips OLED806,TV,37,1814517,TRUE,33,93,15,8,2022
Jackery Portable Power Station Explorer 240,Portable Charger,2,192604,TRUE,35,106,15,8,2022
Dell Ultrasharp U2415,Monitor,40,2575640,TRUE,33,101,15,8,2022
ViewSonic PX747-4K,Projector,2,117914,TRUE,30,111,15,8,2022
Marshall Kilburn II,Bluetooth Speaker,25,1978425,TRUE,33,104,15,8,2022
Nespresso VertuoPlus,Home Appliance,47,3562459,TRUE,29,91,15,8,2022
Sony Xperia 1 III,Smartphone,36,2409876,TRUE,31,89,15,8,2022
LG Nano90,TV,32,1877472,TRUE,29,97,15,8,2022
LG Gram,Laptop,36,1883988,TRUE,26,97,15,8,2022
Samsung 10000mAh Portable Battery Pack,Portable Charger,32,719584,TRUE,36,104,15,8,2022
UE Wonderboom 2,Bluetooth Speaker,26,1990352,TRUE,34,109,15,8,2022
Canon EOS R6,Camera,29,2220617,TRUE,27,105,15,8,2022
Ring Video Doorbell Pro,Home Appliance,34,1872040,TRUE,38,99,15,8,2022
Roomba i7+,Home Appliance,31,1248277,FALSE,29,103,15,8,2022
Fossil Gen 5E,Fitness Tracker,37,2937985,FALSE,22,99,15,8,2022
Epson WorkForce Pro WF-4740,Printer,49,1837892,TRUE,32,101,15,8,2022
Anker Nebula Capsule II,Projector,19,1796716,TRUE,26,102,15,8,2022
LG C1 OLED,TV,11,310222,FALSE,27,108,15,8,2022
Asus ZenPad 3S 10,Tablet,18,1214568,TRUE,29,108,15,8,2022
Huawei P50 Pro,Smartphone,19,938106,TRUE,21,103,15,8,2022
ASUS TUF Gaming A15,Gaming Laptop,29,1866904,TRUE,29,102,15,8,2022
Xbox One,Gaming Console,11,130317,TRUE,37,96,15,8,2022
Xbox Series X,Gaming Console,20,858360,TRUE,30,92,15,8,2022
Acer R240HY,Monitor,49,3764376,FALSE,23,110,15,8,2022
Huawei Watch GT 2 Pro,Smartwatch,14,560630,TRUE,23,104,15,8,2022
XGIMI Halo,Projector,5,133525,TRUE,25,113,15,8,2022
PlayStation 4 Slim,Gaming Console,5,360460,FALSE,36,103,15,8,2022
MSI GE66 Raider,Gaming Laptop,26,677144,TRUE,39,86,15,8,2022
VANKYO Performance V630,Projector,6,410802,TRUE,35,96,15,8,2022
Sony Alpha A7 III,Camera,31,1580318,TRUE,36,95,15,8,2022
Google Pixel 6,Smartphone,2,169328,TRUE,28,95,15,8,2022
LG G Pad 5,Tablet,7,131257,TRUE,34,113,15,8,2022
Shure SRH440,Headphones,23,775974,TRUE,32,100,15,8,2022
Dell Color Laser Printer C1760NW,Printer,40,3530440,FALSE,33,103,15,8,2022
Xbox Series X,Gaming Console,20,858360,TRUE,39,91,15,8,2022
Goal Zero Yeti 500X Portable Power Station,Portable Charger,4,78384,TRUE,22,103,15,8,2022
Alienware Area-51m,Laptop,24,1899312,TRUE,31,96,15,8,2022
Samsung 10000mAh Portable Battery Pack,Portable Charger,32,719584,TRUE,32,102,15,8,2022
Xbox Series S,Gaming Console,27,664713,TRUE,31,105,16,8,2022
LG C1 OLED,TV,11,310222,TRUE,33,108,16,8,2022
JBL Free X,Earphones,35,1369375,TRUE,34,91,16,8,2022
Optoma UHD50X,Projector,18,656514,FALSE,29,107,16,8,2022
Epson Home Cinema 5050UB,Projector,20,654440,TRUE,28,105,16,8,2022
Sony WH-1000XM5,Earphones,21,685776,FALSE,31,101,16,8,2022
BenQ PD2700U,Monitor,35,2416820,TRUE,36,99,16,8,2022
Samsung QN90A Neo QLED,TV,31,2803826,TRUE,25,104,16,8,2022
Epson Home Cinema 5050UB,Projector,20,654440,TRUE,35,100,16,8,2022
Energizer PowerKeep Pro Portable Power Station,Portable Charger,15,355995,TRUE,24,114,16,8,2022
MSI GE66 Raider,Gaming Laptop,26,677144,TRUE,30,90,16,8,2022
Acer R240HY,Monitor,49,3764376,TRUE,29,108,16,8,2022
Anker Nebula Capsule II,Projector,19,1796716,TRUE,30,101,16,8,2022
